summary,ours
Did Celine Dion say she hates this country? No.  | Pund,0
No evidence of 250 million moon inhabitants. That’s made up | Pund,0
"No, Barack Obama did not announce bid for United Nations secretary-general | Pund",0
"No, Fox News did not put up graphic showing it was the least trusted network | Pund",0
Did accuser in Eric Greitens sex case say photo may have been a dream? | Pund,0
"Syrian Red Crescent did NOT deny chemical attack in Douma, Syria | Pund",0
"California Governor Jerry Brown claimed in a letter to the Trump administration that there is no massive wave of migrants pouring into California. He stated that overall immigrant apprehensions on the border last year were as low as they've been in nearly 50 years, and 85 percent of the apprehensions occurred outside of California. Border Patrol data supports Brown's claim, and experts agree that illegal border crossings only account for a portion of migrants arriving in California. Therefore, Brown's claim is rated as true.",1
Do women get only 80 percent of the pay men do for the same job?,0
Did Luke Messer plot to steal the nomination from Donald Trump in 2016? Not really,0
Is New York's tax burden 'among the highest' in the nation? | PolitiFact New York,0
Recycled hoax falsely claim CIA agent admitted killing actress Marilyn Monroe | Pund,0
"Texan says U.S. Capitol statues of Stephen F. Austin, Sam Houston only ones holding a gun or sword | PolitiFact Texas",0
Cordray on point about increase in firearm deaths in Ohio | PolitiFact Oh,0
Does Gov. Rick Scott want to privatize Social Security? | PolitiFact Florid,0
Arizona Democratic Party claims GOP lawmaker McSally voted to sell internet users' data. Is it true? | PolitiFact Arizon,0
Anonymous caller warns of local police arresting you about your taxes unless you call back soon | PolitiFact Texas,0
It's fake news that the Pope cancelled the Bible | Pund,0
ke news claims that Bruce Willis says anyone who doesn’t like Trump should leave | Pund,0
"No, black congressional leaders didn't propose a tax for white people | Pund",0
Scott Walker claim of Eric Holder making Supreme Court race 'highly partisan' ignores GOP role  | PolitiFact Wisconsin,0
"No, Buzz Aldrin didn't see space aliens and take a lie detector test to prove it | Pund",0
rotesters for hire? Sacramento Sheriff provides no evidence for inflammatory claim | PolitiFact Californ,0
Walmart targeted in online free coupon scam  | Pund,0
ke story says Malia Obama suspended from Harvard | Pund,0
Was Scott Pruitt's apartment rental about market rate?,0
Is Scott Pruitt's security spending somewhat more than predecessor? It's a lot more,0
s bug new Pritzker attack line on Quincy Veterans’ Home | PolitiFact Illinois,0
Hoax website claims that Emma Stone is a converted Trump supporter | Pund,0
"On August 21st, 2018, President Donald Trump claimed that there is an unfair trade practice in the automobile trade between the United States and China. He stated that when a car is sent from China to the United States, a tariff of 2.5% is imposed, while when a car is sent from the United States to China, a tariff of 25% is imposed. Trump's figures match up with international trade data, but economists pointed out that his claim lacks context. China makes up a relatively small share of U.S. auto imports, and Trump's own trade policies have contributed to the disparity in car import tariffs. Overall, the claim is rated as mostly true.",1
Did Nancy Pelosi vow to raise taxes if Democrats take the U.S. House? | Pund,0
No evidence for website's claim about microchipping government benefits recipients | Pund,0
Does New York's budget direct 'millions in taxpayer dollars' for Start-Up NY advertising? | PolitiFact New York,0
California lawmaker says Coast Guard confiscates tons of illegal drugs  | PolitiFact Californ,0
"Can taxpayers expect card-sized tax forms next year, as Donald Trump says?",0
ul Mango's negative economic portrait of Pennsylvania is backed up | PolitiFact Pennsylvan,0
enger says bill doesn't designate money for Planned Parenthood | PolitiFact North Carolin,0
"ke news says CNN ""pulled the plug"" during YouTube shooting coverage",0
No proof of Trump's conspiracy theory that millions voted many times,0
Are there only 18 minutes of action in a baseball game? | Pund,0
"No, USPS doesn't lose $1.46 on every Amazon package | Pund",0
Gabrielle Giffords group claims gun-rights backer Paul Ryan has blocked all gun-control measures | PolitiFact Wisconsin,0
"Do Republicans in Congress want to take away Social Security, Medicare, Medicaid?",0
Arizona Rep: The cost of 2 National Guard border arrests would help a homeless vet for a year,0
"No, Chuck Schumer didn't say it is racist to only allow citizens to vote  | Pund",0
Did NC Republican oppose funding for border wall? | PolitiFact North Carolin,0
Headline falsely says Rep. Steve King facing arrest after comment about Emma Gonzalez and Cuba | Pund,0
"No, Barack Obama did not flee the country because of criminal activity  | Pund",0
How far has U.S. manufacturing employment fallen?,0
"On June 28th, 2018, during a rally in North Dakota, President Donald Trump claimed that his administration has started building the border wall with Mexico. However, this claim is not accurate. While there are projects underway to replace existing border fencing and add new barriers, none of these projects include the construction of the border wall prototypes that were ordered by the Trump administration. The $1.6 billion funding allocated for these projects can only be used for the replacement and improvement of existing fences, not for the construction of the promised border wall. The prototypes are still being evaluated and will inform future design standards. Therefore, Trump's claim that the wall has started being built is mostly false.",1
Did Florida police seize a man's gun with out due process? No | PolitiFact Florid,0
"Austin region gains hundreds of residents daily, but loses residents too | PolitiFact Texas",0
Misleading headline says terrorist attacked Trumps -- but it was paint on a sign | Pund,0
Mike DeWine TV ad says GOP opponent Mary Taylor's work schedule is 'almost untraceable' | PolitiFact Oh,0
"Is GOP congresswoman McSally a border hawk flip-flopper, as Kelli Ward claimed? | PolitiFact Arizon",0
"No, the March For Our Lives demonstration was not prepared several months in advance of its date  | Pund",0
RNC Chair Ronna McDaniel says U.S. Census Bureau has asked citizenship questions for decades | PolitiFact Wisconsin,0
Donald Trump says caravans of people coming through Mexico to cross U.S. border | PolitiFact Texas,0
"Donald Trump off-base in comparison of U.S., Mexico border laws",0
"No, the Postal Service isn't losing a fortune on Amazon",0
Michael McCaul says 1 in 100 people is a sociopath | PolitiFact Texas,0
"Do most children outside New York City lack full-day pre-kindergarten, as Nixon said? | PolitiFact New York",0
Donald Trump 'just ended welfare' for immigrants? That's False | Pund,0
Obama raided by the FBI? Not so fast | Pund,0
"No, David Hogg didn’t graduate from a California high school in 2015 | Pund",0
"No, Emma Gonzalez did not admit to bullying Parkland shooter at a rally  | Pund",0
"No, Robert Redford didn't say Michelle and Barack Obama should go to prison | Pund",0
Wolf's half-truth on the subject of shale taxes | PolitiFact Pennsylvan,0
"No, NASA has not confirmed Earth has a new moon | Pund",0
A ridiculous attack on Ron DeSantis about food stamps and immigrants | Pund,0
NC Republican: March for Our Lives speakers said they want to murder gun owners | PolitiFact North Carolin,0
Internet hoax claims that investigators working for Trey Gowdy were found dead | Pund,0
Gun owners would not have to give up their guns under 'assault weapons' ban | PolitiFact New York,0
Wisconsin Supreme Court candidate Rebecca Dallet says opponent Michael Screnock has Koch backing | PolitiFact Wisconsin,0
Is the United States third in murders and are outlier cities to blame? No.,0
Was Ohio student suspended for staying in class during National Walkout Day? | Pund,0
"On July 31st, 2018, during a rally in Tampa, President Donald Trump claimed that the United States lost $500 billion on trade with China in the previous year. However, when examining the numbers, it is clear that Trump's claim is inaccurate. In 2017, the value of Chinese goods imported to the United States exceeded American goods exports to China by roughly $375 billion. When factoring in services trade, the United States actually ran a surplus of approximately $38.5 billion with China. Overall, the trade deficit with China in 2017, considering both goods and services, was around $336 billion, meaning Trump's claim was off by approximately $164 billion. This claim has been rated as mostly false.",1
Wisconsin GOP attack on Supreme Court candidate Rebecca Dallet mostly misfires | PolitiFact Wisconsin,0
NC Democrats say Republicans redirected $58M meant for job creation | PolitiFact North Carolin,0
Has California’s homeless population ‘skyrocketed’? And how does it rate nationwide?  | PolitiFact Californ,0
David Hogg not at school during shooting? Bloggers spread misinformation | PolitiFact Florid,0
"No, study did not find that 80 percent of black men in Atlanta are gay | PolitiFact Georg",0
Ohio Republican wrongly says Sherrod Brown likes communism | PolitiFact Oh,0
Joe Manchin off-target on small business share of West Virginia's economy,0
Recycled fake news story claims Florida passed legislation to legalize recreational marijuana | Pund,0
Doctored image shows Parkland school shooting survivor Emma Gonzalez ripping up the US Constitution | PolitiFact Florid,0
"Yes, waiting periods on gun purchases have been linked to suicide reduction",0
Have other housing authorities in NY been given money like NYCHA? | PolitiFact New York,0
Cynthia Nixon claims Cuomo has helped corporations and the rich | PolitiFact New York,0
"Sean Hannity says 642,000 crimes recently committed against Texans by illegal immigrants | PolitiFact Texas",0
Mike Collier says pending Robin Hood funds won't fund public education | PolitiFact Texas,0
Ohio TV ad misleads in attack on Mike DeWine about immigration | PolitiFact Oh,0
"Rick Scott says K-12, state university funding is highest in last six years | PolitiFact Florid",0
NRA says violent radicals are behind the March For Our Lives,0
Does West Virginia lead the nation in overdose drug death rate? Yes,0
Rebecca Dallet says Michael Screnock imposed 8-month jail sentence and probation in sex-crime cases | PolitiFact Wisconsin,0
Hoax claims that Barack Obama broke the law to reclaim the presidency from Donald Trump  | Pund,0
Cynthia Nixon says she had more small donors in one day than Cuomo in seven years | PolitiFact New York,0
"Comparing Facebook data use by Obama, Cambridge Analy",0
Did Conor Lamb say very nice things about Trump? No | PolitiFact Pennsylvan,0
Bruce Rauner cites own remarks as proof of outside support for election night claim | PolitiFact Illinois,0
"On April 26th, 2018, during an interview on Fox & Friends, Donald Trump claimed that Special Counsel Robert Mueller's team consists of ""13 hardened Democrats, some big crooked Hillary supporters, and zero Republicans."" However, this claim is not entirely accurate. While it is true that at least 12 members of Mueller's team are registered Democrats, it is important to note that Mueller himself is a registered Republican. Additionally, the identities and partisan affiliations of other Justice Department or FBI staff working with the investigation are unknown. Therefore, Trump's claim that there are no Republicans on Mueller's team is misleading.",1
Did Brian Kemp fight Obama twice 'to stop illegal immigrants from voting'? | PolitiFact Georg,0
Trump campaign used Cambridge Analytica in final months of campaign | Pund,0
"No, Joe Biden is not running for president with Barack Obama as his vice president | Pund",0
TRUE: California ranks 49th in per capita housing supply | PolitiFact Californ,0
"Has Rebecca Dallet, candidate backed by liberals in Supreme Court race, advocated for policies? | PolitiFact Wisconsin",0
"No, it was not an all-female company that built the bridge that collapsed in Florida | Pund",0
Is the Senate banking bill a big win for Wall Street? Yes and n,0
"No evidence Charleston shooter Dylann Roof raped, beaten in prison | Pund",0
ke news circulates death hoax about Saoirse Ronan | Pund,0
"In Ohio governor's race, Dennis Kucinich misleads about student debt numbers | PolitiFact Oh",0
"No, Barack Obama does not owe $400 million in restitution fees | Pund",0
Ryan Zinke wrong that Trump proposal would be biggest ever for public lands,0
Conor Lamb's rejection of corporate PAC money needs context | PolitiFact Pennsylvan,0
"ebook post incorrectly says 7,182 students were killed in U.S. schools since 2012 | Pund",0
enger misleads about his opponent's support for Trump  | PolitiFact North Carolin,0
"CLAIM: Donald Trump claimed that Democratic obstruction is the reason why many important positions in government are unfilled.

EXPLANATION: Trump is correct in stating that important government positions are unfilled. However, the blame for this situation is more complex than he suggests. While Democrats do bear some responsibility, Senate Republicans and the Trump White House also contribute to the slow confirmation process. Trump has had the fewest nominees confirmed and the smallest percentage of nominees confirmed by the Senate compared to recent presidents. The Senate confirmation process has become more partisan in recent years, with both Democrats and Republicans engaging in procedural combat. Democrats have forced numerous cloture votes on Trump's nominees, while Republicans have also used holds to delay nominations. Additionally, Trump shares some blame for the unfilled positions due to his slow start in making appointments and poor vetting process. However, Trump has been successful in appointing judges to federal courts. Overall, the claim is rated as half true.",1
Half of female homicides in the U.S. involve an intimate partner | PolitiFact New York,0
No proof that Putin issued arrest warrant for Soros | Pund,0
Do 1 percent of gun sellers supply more than half of all the guns used in crimes? | PolitiFact Florid,0
What percentage of gun sales are done without a background check? | PolitiFact Wisconsin,0
Donald Trump botches Japanese bowling ball on the car hood tes,0
Website claims Democrats plan to abolish ICE if they win 2020 election | Pund,0
"No, Supreme Court didn't ban Sharia law in schools | Pund",0
"During a closed-door fundraiser in Missouri, President Donald Trump claimed that he made up a fact about the trade deficit with Canada during a meeting with Canadian Prime Minister Justin Trudeau. Trump said that Trudeau told him there was no trade deficit, but Trump insisted that there was. The Washington Post reported that Trump later doubled down on his claim on Twitter, stating that the United States does have a trade deficit with Canada, as well as with almost all countries. However, the fact-checking website Politifact found that Trump's statement was mostly false. While the United States does have a trade deficit in goods with Canada, it has a surplus in services, which turns the overall balance of trade into a surplus for the United States. Additionally, Politifact found that the United States actually has a surplus with a majority of countries tracked in official data.",1
Beto O'Rourke says parents told in PTA meetings that kids should create chaos to distract shooters | PolitiFact Texas,0
"On November 2nd, 2018, Donald Trump claimed that Beto O'Rourke wants open borders and wants to take our guns. However, there is no evidence to support the claim that O'Rourke wants open borders without restriction. While O'Rourke opposes President Trump's border wall and questions the effectiveness of existing fencing, he does not advocate for completely open borders. Additionally, O'Rourke supports a ban on the future sale and possession of certain types of guns, but the legislation he cosponsors does not provide for officials to take any guns held lawfully at the time the measure becomes law. Therefore, Trump's claim is false.",1
Is Robert Pittenger among the 'most liberal' Republican congressmen? | PolitiFact North Carolin,0
"No, Seattle police didn't use a 'red flag' law to seize a man's gun with no warrant | Pund",0
"Hannity's double standard on North Korea, Trump and Obama?",0
Delta targeted in online free airline ticket scam | Pund,0
ke news claims Miley Cyrus is leaving the country because Trump supporters are ruining her career | Pund,0
"No, Trump didn't win International Man of the Year award | Pund",0
"Donald Trump says China, Singapore have death penalty for drug dealers",0
Did Wisconsin Supreme Court candidate Michael Screnock 'vow to uphold' the NRA platform?   | PolitiFact Wisconsin,0
"No, Mr. President, California is not ‘begging’ for a wall  | PolitiFact Californ",0
"Is Donald Trump right that aluminum, steel industries have been decimated?",0
"Richard Cordray told Ohio board to give permit to pro-gun group for rally, Kucinich says | PolitiFact Oh",0
"Donald Trump takes dig at NASA, extols private rocketeers",0
Headline that Jennifer Aniston formed 'celebrities for Trump' is fake news | Pund,0
Challenger for Wisconsin U.S. Senate seat Vukmir misfires on trade barb against incumbent Baldwin | PolitiFact Wisconsin,0
Is most gun crime committed by those who illegally possess guns? | PolitiFact New York,0
"How 'vital to our national security' is steel, aluminum?",0
Did Obama cut $300 million for school safety? Not really,0
Are Americans already benefiting from the new tax law? | PolitiFact New York,0
"No, the flu shot was not designed to spread cancer | Pund",0
Donald Trump is wrong about wage trends,0
"Bernie Sanders, stumping for Paul Ryan opponent Randy Bryce, says Koch brothers gave Ryan $500,000  | PolitiFact Wisconsin",0
Villaraigosa neglects key facts in claim single-payer ‘forces seniors off Medicare’ | PolitiFact Californ,0
"Does Florida prohibit a gun registry? By law, yes | PolitiFact Florid",0
Has automation driven job losses in the steel industry? | Pund,0
How much steel does the U.S. import from China?,0
Candidate for Wisconsin governor hits mark on startups | PolitiFact Wisconsin,0
Jeff Sessions’ misleading claim: California bans police cooperation with ICE | PolitiFact Californ,0
"Are Democrats 'nowhere to be found on DACA,' as Donald Trump claimed?",0
ke news claims that Michelle Obama has made hateful comments about America | Pund,0
Are Oklahoma teachers the lowest paid? Nearly,0
"Claim about Donald Trump, federal judge and Sharia law is Fake News | Pund",0
Governor candidate Mahlon Mitchell didn't initially fight Scott Walker's Act 10 union-curbing law | PolitiFact Wisconsin,0
Donald Trump is correct about record-low ratings for 2018 Oscars,0
Joe Biden hasn't confirmed he is running for president in 2020 | Pund,0
Is Florida’s plan to arm teachers the first of its kind? | PolitiFact Florid,0
Website recycles 2017 information to claim Target is recalling Easter egg toys in 2018 | Pund,0
Was Russia 'exempted' from latest round of North Korea sanctions? | Pund,0
rida lawmaker mangles Nazi gun control history | PolitiFact Florid,0
"In GOP Ohio primary for governor, Mary Taylor said Mike DeWine flip-flopped on guns | PolitiFact Oh",0
"No, Trump didn't fire Jared Kushner and Ivanka | Pund",0
Does America own 42 percent of the world's guns? | PolitiFact North Carolin,0
ke news circulates death hoax about Kirk Douglas | Pund,0
x Business host makes 2 errors with steel tariffs and Electrolux  deal | Pund,0
Rauner’s head-spinning claim that arch conservative opponent Jeanne Ives is a Mike Madigan lackey | PolitiFact Illinois,0
Greg Abbott says Texas ranks among 5 top states for its high-school graduation rate | PolitiFact Texas,0
Jason Isaac makes Mostly False claim that abortion is the leading killer of black Americans | PolitiFact Texas,0
Georgia senator's False claim about Delta discount for Planned Parenthood | PolitiFact Georg,0
Rep. Tom Cole: Half of Oklahoma homes have a gun,0
Taking a closer look at Florida's school resource officer count | PolitiFact Florid,0
A mostly on target claim: 97 percent of gun owners support universal background checks  | PolitiFact Wisconsin,0
Austin school board member says Stephen F. Austin and James Bowie each promoted slavery | PolitiFact Texas,0
Donald Trump is wrong about the Pulse nightclub shooting,0
Chris Kennedy flunks data interpretation 101 with Cairo college readiness claim | PolitiFact Illinois,0
"Rick Scott says Bill Nelson has done nothing on gun control, ignoring his Senate record | PolitiFact Florid",0
Is Giambra the only GOP candidate for NY governor who's cut taxes? | PolitiFact New York,0
Rubio's tweet about NY gun law is accurate | PolitiFact New York,0
NRA's Loesch cherry-picks terrorism deaths in France to argue against assault weapon ban,0
Do majority of NRA members support background checks for guns? | PolitiFact Oh,0
"After Parkland, can Illinois communities ban assault weapons? | PolitiFact Illinois",0
Ryan Zinke wrong that gas prices are down 40% under Trump,0
recedent says West Virginia teacher's strike isn't lawfu,0
"After Parkland, Paul Ryan cites law on mentally ill and guns, but it has limited reach | PolitiFact Wisconsin",0
rida lawmaker repeats dodgy claim about crimes by cops vs. concealed permit holders | PolitiFact Florid,0
Did mass shootings increase 200 percent since assault weapons ban expired? | PolitiFact Florid,0
"NC Republican says many mass shooters ""turn out to be communist Democrats."" | PolitiFact North Carolin",0
"Dan Patrick says he proposed directing education budget to drive up teacher salaries $10,000 | PolitiFact Texas",0
"Do many mass shooters 'end up being Democrats', as Rep. Tenney said? No | PolitiFact New York",0
Did NRA's LaPierre once call for gun-free schools?,0
14 school shootings since 2010 in Florida? Not really | PolitiFact Florid,0
Lt. governor's count of Wisconsin job openings includes some out-of-state positions | PolitiFact Wisconsin,0
"rida Gov. Rick Scott made it illegal for doctors to talk to patients about guns, TV ad says | PolitiFact Florid",0
"-checking a misleading post on ID requirements for buying guns, voting",0
"On November 12th, 2018, President Trump claimed to House Speaker Nancy Pelosi that terrorists are getting caught at the U.S.-Mexico border day after day. This claim was made during a debate between the two. However, a fact-check by PolitiFact found no evidence to support this claim. The Department of Homeland Security reported that in 2017, the government stopped 2,554 individuals on the terrorist watch list from entering the country, which averages to about seven people a day. However, most of these individuals were stopped at airports, not necessarily at the border. Therefore, PolitiFact rated Trump's claim as ""pants on fire,"" meaning it is not accurate and makes a ridiculous claim.",1
Why you shouldn't believe claims that Stoneman Douglas students are crisis actors | PolitiFact Florid,0
Are the majority of Georgians in jail because they can't pay bail? | PolitiFact Georg,0
rida Democatic Party says Gov. Scott ended a stream of mental health funding | PolitiFact Florid,0
"During a debate on October 15th, 2018, President Donald Trump claimed that he has been tougher on Russia than former President Obama. However, fact-checkers have found that while Trump's rhetoric towards Russia has been friendly, Obama's administration took stronger actions against Russian interference in the 2016 election. Obama publicly named Russia as the culprit, confronted Putin, and implemented sanctions and expulsions of Russian diplomats. Trump, on the other hand, has cast doubt on Russia's involvement and has been hesitant to implement sanctions. Overall, Trump's claim is rated as mostly false.",1
Bernie Sanders repeats false claim about gun sales without background checks | PolitiFact Florid,0
"Which is higher: The number of people, or the number of guns, in America?  | PolitiFact Wisconsin",0
Hillbilly Elegy author J.D. Vance says most of venture capital money goes to three states | PolitiFact Oh,0
"No proof that Nikolas Cruz, Parkland shooter, was motivated by Islamic or left-wing hate | Pund",0
Donald Trump falsely says he never denied Russian meddling,0
-checking sad statistic on women murdered by intimate partners in U.S. | PolitiFact Californ,0
ke news claims Melania Trump hired an exorcist to cleanse the White House | Pund,0
"No, Trump did not declare George Soros a security threat | Pund",0
Scott Milder: State share of education spending was 68 percent in 1980s--now it's down to 38 percent | PolitiFact Texas,0
George P. Bush falsely describes himself as 'retired' Navy officer | PolitiFact Texas,0
ke news says Michelle Obama blamed Donald Trump for Florida shooting | Pund,0
"Did Gillibrand 'defend and harbor' Bill Clinton during impeachment, as Kellyanne Conway said? | PolitiFact New York",0
New York state leads the country in government debt per resident | PolitiFact New York,0
NC Democrat says Trump is cutting the CDC budget by 80 percent | PolitiFact North Carolin,0
Does Gov. Rauner truly have a $1 billion ‘tax relief’ plan? | PolitiFact Illinois,0
"Supreme Court candidate Rebecca Dallet's claim that she has presided over more than 10,000 cases  | PolitiFact Wisconsin",0
Mostly False: 18 U.S. school shootings so far in 2018 and 18 in rest of the world over past 20 years | PolitiFact Wisconsin,0
Do one-third of Floridians own guns? | PolitiFact Florid,0
"No, 4 million Democrat votes were not declared fraudulent | Pund",0
Have Democrats gained 50 seats formerly held by Republicans since Trump was elected?  | PolitiFact Florid,0
"Tim Burns, who mostly represents businesses suing insurers, misleads in calling self consumer lawyer | PolitiFact Wisconsin",0
Andrew White says 'large' number of Texas schools don't offer sex education | PolitiFact Texas,0
ke news claims two Russian officials dead in plane crash,0
"Have 2 Supreme Court hopefuls campaigned against Scott Walker laws, for legislating from the bench?  | PolitiFact Wisconsin",0
Has President Donald Trump clearly and frequently spoken out against abuse of women? Not when asked,0
Jim Renacci says Chuck Schumer voted for the wall in 2006 | PolitiFact Oh,0
Tucker Carlson claims more immigrants now in the United States than any other time. Is that true? | Pund,0
BI was not actively investigating Clinton emails during Page-Strzok text exchange | PolitiFact Florid,0
"No, Obama not facing indictment for spying on Trump | Pund",0
"d stamps dropped nationally, but after temporary spike following hurricanes | Pund",0
"No, Donald Trump didn't cancel funding for Barack Obama presidential library | Pund",0
Do 25 percent of rural Georgia residents lack high-speed internet? | PolitiFact Georg,0
Campaign ad falsely claims Rauner made taxpayers fund late abortions | PolitiFact Illinois,0
Rand Paul gets numbers right in speech on federal deb,0
Misleading NRSC ad paints Heidi Heitkamp as Donald Trump contrarian,0
"Attack on House Speaker Richard Corcoran, HB 7055 needs more context  | PolitiFact Florid",0
GOP Wisconsin House member on Sharpton visits to Obama White House | PolitiFact Wisconsin,0
"Is a $705K salary ""below market"" for an NCAA athletic director? | PolitiFact North Carolin",0
Donald Trump wrongly suggests British don't love their health care system,0
"No law banned smoking in cars with children effective Jan. 30, 2018 | Pund",0
"No, majority of states did not ban Sharia law | Pund",0
"Travis Allen gets it wrong, again, on support for California's sanctuary state law | PolitiFact Californ",0
"During a speech at the NRA on May 4th, 2018, President Donald Trump claimed that many gang members have taken advantage of ""glaring loopholes and our laws"" to enter the United States as illegal, unaccompanied, alien minors. However, fact-checkers have found that the loopholes Trump refers to are actually specific protections for undocumented minors called for by law. While it is unclear how many gang members have entered the US as unaccompanied minors, experts note that unaccompanied minors are vulnerable to gang recruitment after their arrival. Therefore, Trump's claim is rated as half true.",1
-checking statistics about Puerto Rico’s storm recovery | PolitiFact Florid,0
"No, Jaguars NFL team didn't declare bankruptcy after players took a knee | Pund",0
Donald Trump's Pants on Fire claim about 'treason',0
ke Trump tweet about ‘Dow Joans’ dropping called for Trump to be shot from a cannon into sun | Pund,0
Heidi Heitkamp didn't high-five Chuck Schumer following abortion vote,0
Ohio Democrats lack proof that AG Mike DeWine 'stifled' sexual harassment investigation | PolitiFact Oh,0
Did Chris Kennedy need to add affordable housing at his luxury properties? | PolitiFact Illinois,0
"Why Scott Walker, in real terms, has spent less on transportation than his Democratic predecessor | PolitiFact Wisconsin",0
Nunes memo twists James Comey's words on Steele dossier,0
se claim GOP tax plan “nothing more than a middle-class tax increase” | PolitiFact Californ,0
"No, Dolly Parton didn't say Trump is better than Bush and Obama combined | Pund",0
Was Sid Miller slow to reveal a laptop hack that released students' personal data? | PolitiFact Texas,0
Does Georgia have the lowest minimum wage in the country? | PolitiFact Georg,0
Would a border wall have prevented the opioid epidemic? | PolitiFact North Carolin,0
Do Tallahassee politicians want to make Florida a sanctuary state? | PolitiFact Florid,0
Story that NFL lawyer said Super Bowl rigged and was murdered is fake news | Pund,0
"No, Trump hasn't cut 22 regulations for every new one",0
ebook meme from OK House member distorts Obama's economic record,0
How high are economic confidence polls under Donald Trump?,0
Rauner’s dubious balanced budget claims … again | PolitiFact Illinois,0
"How legal immigrants to U.S. break down by 'chain migration,' diversity-refugees-asylum and work | PolitiFact Wisconsin",0
Trump's State of the Union ratings are not the highest in history,0
Texas ranks No. 1 in feral hogs. It's not home to 75 percent of nation's wild pigs. | PolitiFact Texas,0
ke story says Democrats booed families of MS13 victims at State of the Union | Pund,0
Rep. Paul Gosar asks police to arrest illegal immigrants at State of the Union | Pund,0
"wing Joe Kennedy's speech, Breitbart says Fall River, Mass. not built by immigrants | Pund",0
New York consistently ranks low for voter turnout  | PolitiFact New York,0
Rate of gun-caused deaths in NY among lowest in the country | PolitiFact New York,0
Do downstate NY residents contribute more in income tax than upstate? | PolitiFact New York,0
"Are college basketball graduation rates at an all-time high, as John Calipari said?",0
Did slaves help build the Old Capitol building in Tallahassee? | PolitiFact Florid,0
Donald Trump inflates Apple investmen,0
"Donald Trump's misleading claim about chain migration, unlimited sponsorship of distant relatives",0
Scott Walker's overstated attack on governor rival Paul Soglin over business and murder in Madison | PolitiFact Wisconsin,0
"Do CEOs make 300 times the average worker, as Joe Kennedy said?",0
-checking Donald Trump's misleading claim about the release of 'dangerous terrorists',0
Donald Trump exaggerates energy exports,0
Donald Trump: ISIS territory losses near 100 percen,0
Donald Trump correct that small business optimism is at record high,0
"Does it take 10 years to get a permit to build a road, as Donald Trump said?",0
"During his State of the Union address on January 30, 2018, President Donald Trump claimed that after years of wage stagnation, the United States is finally seeing rising wages. However, this claim is mostly false. According to data from the Bureau of Labor Statistics, wages initially went up after Trump entered office but fell in the fourth quarter of 2017, wiping out all the gains. Furthermore, wage growth actually began under President Barack Obama, with wages climbing for the rest of his presidency after hitting a low in the second quarter of 2014. Therefore, Trump's assertion ignores the fact that wages started to increase during the final years of Obama's presidency.",1
Donald Trump leaves out the facts in claim about visa lottery,0
Donald Trump says tax bill led to bonuses for 3 million workers,0
"On July 31st, 2018, Donald Trump claimed at a rally in Tampa that his administration enacted the biggest tax cuts and reforms in American history. However, this claim has been repeatedly debunked. The tax bill passed in December 2017 does not stack up as the largest cut ever. In fact, when measured in inflation-adjusted dollars, the recent tax bill ranks as the fourth-largest since 1940. Additionally, when measured as a percentage of GDP, it ranks seventh. Therefore, Trump's claim is false.",1
Donald Trump is partly correct in response to Jay-Z about black unemploymen,0
Richard Cordray mostly on point comparing taxes paid by corporations versus individuals | PolitiFact Oh,0
How hands off has Rauner been with his investments? | PolitiFact Illinois,0
Donald Trump gets polar ice trend backwards,0
Are 55 percent of immigrants in California on welfare? That's an exaggeration | PolitiFact Californ,0
ke story ties dead Haitian official to Clinton Foundation allegations | Pund,0
"Did Senate pass immigration bills in 2006, 2013 and House failed to vote on them? | Pund",0
Do work requirements lead to self-sufficiency? | Pund,0
Illinois Rep. says she shares Obama’s view on gun violence | PolitiFact Illinois,0
Checking Gov. Walker's claim that state DOT is ahead of the game  | PolitiFact Wisconsin,0
Has the rate of California’s prison spending nearly tripled since 1970?  | PolitiFact Californ,0
Is California No. 1 in solar power and solar jobs?,0
Andrew White behind the times in saying Texas ranks 43rd for its schools; it's in 40th place lately | PolitiFact Texas,0
"Dan Patrick airs unsupported claim about 566,000 'crimes made' by 'criminal aliens' in recent years | PolitiFact Texas",0
DeSantis wrong about UN resolutions against Israel | PolitiFact Florid,0
"No, California didn’t pass a law allowing undocumented immigrants to register to vote | PolitiFact Californ",0
"Headline says Mueller-Pelosi affair is 'steamy,' but it's fake news | Pund",0
ke story says elderly man shot Muslims in self defense | Pund,0
"Donald Trump’s unsubstantiated claims about chain migration, NYC terror suspe",0
"Mexico isn't the deadliest country in the world, as Trump said",0
Nancy Pelosi correct that renewing kids' health program saves money,0
Did Georgia Democratic gubernatorial candidate protect college aid program? | PolitiFact Georg,0
ke news story says hitman for Bill Clinton confesses | Pund,0
Ohio Secretary of State Jon Husted's tweets about close elections is accurate | PolitiFact Oh,0
Do immigrants cost U.S. taxpayers $300 billion annually?,0
"Ted Cruz says he's opposed shutdowns, but he hasn't always",0
ke news claims Obama coup behind the government shutdown,0
"Commentator: El Paso fencing in 2010 drove down violent crime, illegal crossings and drug smuggling | PolitiFact Texas",0
Was Evan Jenkins once Joe Manchin's spokesman?,0
Donald Trump’s ‘fake news’ epithet emboldens despots around the world,0
Chicago’s private-sector employment: Really the highest in city history? | PolitiFact Illinois,0
"Would Trump bill have kept his grandfather and Melania from immigrating to U.S.? (And you, too?) | PolitiFact Wisconsin",0
-checking Cory Booker's statistic on attacks by white nationalist hate groups,0
